country,input,layer,slope,region
COL,SDLEFF,L3,0.09698046191886192,OECD (other)
COL,MATHEFF,L3,0.15143028544999598,OECD (other)
COL,MATHMOT,L3,0.08889969501002974,OECD (other)
CZE,hwk_h,L3,-0.15090975271124732,OECD (other)
CZE,SDLEFF,L3,NA,OECD (other)
CZE,MATHEFF,L3,0.3399935197805577,OECD (other)
CZE,MATHMOT,L3,0.22518282480331978,OECD (other)
DEU,hwk_h,L3,-0.14502592594145816,OECD (other)
DEU,SDLEFF,L3,0.1242650695365257,OECD (other)
DEU,MATHEFF,L3,0.3109286735798061,OECD (other)
DEU,MATHMOT,L3,0.20805791580687133,OECD (other)
DNK,hwk_h,L3,-0.13858861419858667,Nordic
DNK,SDLEFF,L3,NA,Nordic
DNK,MATHEFF,L3,0.3505513923696317,Nordic
DNK,MATHMOT,L3,0.2708775161770506,Nordic
ESP,hwk_h,L3,-0.0865754274180835,OECD (other)
ESP,SDLEFF,L3,0.08560807568377261,OECD (other)
ESP,MATHEFF,L3,0.2652945208970112,OECD (other)
ESP,MATHMOT,L3,0.012666337887777993,OECD (other)
EST,hwk_h,L3,-0.13464070193829772,OECD (other)
EST,SDLEFF,L3,0.13034027745699373,OECD (other)
EST,MATHEFF,L3,0.34298439551195203,OECD (other)
EST,MATHMOT,L3,0.031607818878635945,OECD (other)
FIN,hwk_h,L3,-0.15125660709848557,Nordic
FIN,SDLEFF,L3,0.15699974778698522,Nordic
FIN,MATHEFF,L3,0.33879565878193746,Nordic
FIN,MATHMOT,L3,0.31198945940101297,Nordic
FRA,hwk_h,L3,-0.06879429880277191,OECD (other)
FRA,SDLEFF,L3,0.08538380520379635,OECD (other)
FRA,MATHEFF,L3,0.3104328030560422,OECD (other)
FRA,MATHMOT,L3,0.08362950697266064,OECD (other)
GBR,hwk_h,L3,0.0054146938546361404,OECD (other)
GBR,SDLEFF,L3,0.08533019562600784,OECD (other)
GBR,MATHEFF,L3,0.43017317914411174,OECD (other)
GBR,MATHMOT,L3,0.09790050682751092,OECD (other)
GRC,hwk_h,L3,0.04600723832840142,OECD (other)
GRC,SDLEFF,L3,0.08718728765346835,OECD (other)
GRC,MATHEFF,L3,0.28759784503232183,OECD (other)
GRC,MATHMOT,L3,-0.019719653373807395,OECD (other)
HKG,hwk_h,L3,-0.01070906186796548,East Asia
HKG,SDLEFF,L3,0.11832566642503332,East Asia
HKG,MATHEFF,L3,0.3271794028390387,East Asia
HKG,MATHMOT,L3,0.1376439072852771,East Asia
HUN,hwk_h,L3,-0.11226626448878062,OECD (other)
HUN,SDLEFF,L3,0.11972908061878494,OECD (other)
HUN,MATHEFF,L3,0.3439263722012484,OECD (other)
HUN,MATHMOT,L3,0.37905978891401826,OECD (other)
IRL,hwk_h,L3,-0.014354861009458379,OECD (other)
IRL,SDLEFF,L3,0.09216200071474094,OECD (other)
IRL,MATHEFF,L3,0.3601598781117648,OECD (other)
IRL,MATHMOT,L3,0.19137740399354725,OECD (other)
ISL,hwk_h,L3,-0.05882872660824336,Nordic
ISL,SDLEFF,L3,0.13233639997817254,Nordic
ISL,MATHEFF,L3,0.29942341584374793,Nordic
ISL,MATHMOT,L3,0.2599016484790403,Nordic
ISR,hwk_h,L3,0.027246733998021005,OECD (other)
ISR,SDLEFF,L3,0.10363685454482778,OECD (other)
ISR,MATHEFF,L3,0.26051589213777687,OECD (other)
ISR,MATHMOT,L3,0.21949213795239583,OECD (other)
ITA,hwk_h,L3,-0.008650985722007313,OECD (other)
ITA,SDLEFF,L3,0.14286049001693107,OECD (other)
ITA,MATHEFF,L3,0.34990467530778224,OECD (other)
ITA,MATHMOT,L3,-0.007529260832739882,OECD (other)
KOR,hwk_h,L3,0.18521545281590998,East Asia
KOR,SDLEFF,L3,0.1753729493659243,East Asia
KOR,MATHEFF,L3,0.40965257677584455,East Asia
KOR,MATHMOT,L3,-0.0072794651796970885,East Asia
LTU,hwk_h,L3,-0.05358010564298636,OECD (other)
LTU,SDLEFF,L3,0.0958779642482932,OECD (other)
LTU,MATHEFF,L3,0.3081582645219598,OECD (other)
LTU,MATHMOT,L3,-1.6463880151531006e-4,OECD (other)
LVA,hwk_h,L3,-0.08106187078937285,OECD (other)
LVA,SDLEFF,L3,0.07379633222303489,OECD (other)
LVA,MATHEFF,L3,0.30598031187490204,OECD (other)
LVA,MATHMOT,L3,0.09123480684639698,OECD (other)
MAC,hwk_h,L3,-0.035899550958521806,East Asia
MAC,SDLEFF,L3,0.1536436376425075,East Asia
MAC,MATHEFF,L3,0.33522303772028855,East Asia
MAC,MATHMOT,L3,-0.04798888539824373,East Asia
MEX,hwk_h,L3,0.030722776224627563,OECD (other)
MEX,SDLEFF,L3,0.06889116936880224,OECD (other)
MEX,MATHEFF,L3,0.174779373269148,OECD (other)
MEX,MATHMOT,L3,-0.0467080333454535,OECD (other)
NLD,hwk_h,L3,0.03147930928110448,OECD (other)
NLD,SDLEFF,L3,0.09503721533206734,OECD (other)
NLD,MATHEFF,L3,0.3348920953508687,OECD (other)
NLD,MATHMOT,L3,-0.01103826803123383,OECD (other)
NZL,hwk_h,L3,0.047809057291331045,OECD (other)
NZL,SDLEFF,L3,0.12875183213526067,OECD (other)
NZL,MATHEFF,L3,0.42035823730805866,OECD (other)
NZL,MATHMOT,L3,0.012779235334232681,OECD (other)
POL,hwk_h,L3,-0.03190119574543337,OECD (other)
POL,SDLEFF,L3,0.020031066173924982,OECD (other)
POL,MATHEFF,L3,0.2764408488746244,OECD (other)
POL,MATHMOT,L3,0.3201983778541035,OECD (other)
PRT,hwk_h,L3,-0.0027327831583695054,OECD (other)
PRT,SDLEFF,L3,0.07253248473111608,OECD (other)
PRT,MATHEFF,L3,0.25475252871171156,OECD (other)
PRT,MATHMOT,L3,0.10259943841292295,OECD (other)
SGP,hwk_h,L3,0.06355360465415474,East Asia
SGP,SDLEFF,L3,NA,East Asia
SGP,MATHEFF,L3,0.40985845622111194,East Asia
SGP,MATHMOT,L3,0.04235906893326822,East Asia
SVK,hwk_h,L3,-0.08536079939765963,OECD (other)
SVK,SDLEFF,L3,0.10945216770907201,OECD (other)
SVK,MATHEFF,L3,0.25583737149676883,OECD (other)
SVK,MATHMOT,L3,-0.013396829742609319,OECD (other)
SVN,hwk_h,L3,-0.07493709085707363,OECD (other)
SVN,SDLEFF,L3,0.05098831121587186,OECD (other)
SVN,MATHEFF,L3,0.25817753030237517,OECD (other)
SVN,MATHMOT,L3,0.12071342462560823,OECD (other)
SWE,hwk_h,L3,-0.18030851130497627,Nordic
SWE,SDLEFF,L3,0.09853244560766472,Nordic
SWE,MATHEFF,L3,0.373255935493849,Nordic
SWE,MATHMOT,L3,0.1600602182406891,Nordic
TAP,hwk_h,L3,0.15664478528978112,East Asia
TAP,SDLEFF,L3,0.08162263540194208,East Asia
TAP,MATHEFF,L3,0.41231058821068706,East Asia
TAP,MATHMOT,L3,0.13529365392283974,East Asia
TUR,hwk_h,L3,0.06502938316401714,OECD (other)
TUR,SDLEFF,L3,0.051544766781035485,OECD (other)
TUR,MATHEFF,L3,0.265186315998278,OECD (other)
TUR,MATHMOT,L3,0.062271363687963426,OECD (other)
USA,hwk_h,L3,-0.03390990322305056,OECD (other)
USA,SDLEFF,L3,0.059419079571008844,OECD (other)
USA,MATHEFF,L3,0.3475575796736952,OECD (other)
USA,MATHMOT,L3,0.1735853109026293,OECD (other)
VNM,hwk_h,L3,0.12627186803793902,East Asia
VNM,SDLEFF,L3,0.054288682980509956,East Asia
VNM,MATHEFF,L3,0.2439973646659879,East Asia
VNM,MATHMOT,L3,NA,East Asia
