country,construct,spec,n,country_mean_x,slope,se,t,region,hwk_mean,slope_p50
LVA,MATHMOT,within-country z,4702,0.052946945494250615,0.020429990603324177,0.010871166124445202,1.8792823483199967,OECD (other),1.7695900563636002,-0.5082259237323683
LVA,CURIOAGR,raw WLE,5012,-0.1939201247058933,0.15369101017197162,0.01195894781823638,12.851549526590112,OECD (other),1.7695900563636002,-0.5082259237323683
LVA,CURIOAGR,within-country z,5012,-0.1939201247058933,0.13409613400760162,0.010434238589685556,12.851549526590105,OECD (other),1.7695900563636002,-0.5082259237323683
LVA,GROSAGR,raw WLE,4934,-0.055534252989977995,0.09083518460948979,0.012083048307433928,7.517571915491284,OECD (other),1.7695900563636002,-0.5082259237323683
LVA,GROSAGR,within-country z,4934,-0.055534252989977995,0.07934926476429052,0.01055517202313386,7.517571915491294,OECD (other),1.7695900563636002,-0.5082259237323683
LVA,TEACHSUP,raw WLE,4860,-0.2145483535692321,0.05529733388790685,0.01065273435351299,5.190905175408908,OECD (other),1.7695900563636002,-0.5082259237323683
LVA,TEACHSUP,within-country z,4860,-0.2145483535692321,0.05517926751608535,0.010629989501154522,5.190905175408907,OECD (other),1.7695900563636002,-0.5082259237323683
LVA,FAMSUP,raw WLE,4268,0.05617962830697565,-0.010839962823480563,0.011652857023693468,-0.9302407814186626,OECD (other),1.7695900563636002,-0.5082259237323683
LVA,FAMSUP,within-country z,4268,0.05617962830697565,-0.010798052231448352,0.011607803535532805,-0.9302407814186627,OECD (other),1.7695900563636002,-0.5082259237323683
LVA,BELONG,raw WLE,5135,-0.24484129783277783,0.049056238043080104,0.01261274735200775,3.889417323123588,OECD (other),1.7695900563636002,-0.5082259237323683
LVA,BELONG,within-country z,5135,-0.24484129783277783,0.04056639576802059,0.010429941659086806,3.8894173231235873,OECD (other),1.7695900563636002,-0.5082259237323683
LVA,SDLEFF,raw WLE,3561,-0.03947758430278503,0.07379633222303489,0.013551550487856844,5.445600655745014,OECD (other),1.7695900563636002,-0.5082259237323683
LVA,SDLEFF,within-country z,3561,-0.03947758430278503,0.06922862897592916,0.012712762714778603,5.445600655745016,OECD (other),1.7695900563636002,-0.5082259237323683
