country,trim_pct,n,slope,se,t,region,hwk_mean,slope_p50
SVK,10,4757,-8.188247262333498,1.1099137674161133,-7.377372461462293,OECD (other),1.5714019999126323,-0.2975719966740371
SVK,15,4493,-8.290214414679884,1.145869958843754,-7.234864960632328,OECD (other),1.5714019999126323,-0.2975719966740371
SVK,20,4230,-7.838337704930072,1.1859400239998752,-6.609387950744208,OECD (other),1.5714019999126323,-0.2975719966740371
SVK,25,3964,-8.016410294097195,1.224389374906367,-6.547272018519628,OECD (other),1.5714019999126323,-0.2975719966740371
SVK,30,3700,-8.442015497604276,1.2704482831867978,-6.644910784111801,OECD (other),1.5714019999126323,-0.2975719966740371
SVN,0,6181,-7.022082858765153,0.9212732035017152,-7.622150337244754,OECD (other),1.7566753265793495,7.6920937351811745
SVN,5,5873,-7.168348311555795,0.9579093319657525,-7.483326524072407,OECD (other),1.7566753265793495,7.6920937351811745
SVN,10,5563,-7.236358494406118,0.9918735160731695,-7.295646448001641,OECD (other),1.7566753265793495,7.6920937351811745
SVN,15,5254,-7.2101047931836755,1.021050811506426,-7.061455426048891,OECD (other),1.7566753265793495,7.6920937351811745
SVN,20,4946,-7.426116374121857,1.0601202637171647,-7.004975405415995,OECD (other),1.7566753265793495,7.6920937351811745
SVN,25,4636,-7.965085666539522,1.1031468162997684,-7.220331463455083,OECD (other),1.7566753265793495,7.6920937351811745
SVN,30,4327,-8.300894032244386,1.1486638014379644,-7.2265653552004006,OECD (other),1.7566753265793495,7.6920937351811745
SWE,0,5478,-16.896056305935783,1.3071020796353552,-12.92634796407738,Nordic,1.405039039241786,-30.24761312357458
SWE,5,5204,-17.262399806789766,1.347602946928864,-12.809707671039249,Nordic,1.405039039241786,-30.24761312357458
SWE,10,4930,-17.973191029825465,1.3930679498627638,-12.901876776072601,Nordic,1.405039039241786,-30.24761312357458
SWE,15,4656,-18.158923796736975,1.427451748118924,-12.721217246513973,Nordic,1.405039039241786,-30.24761312357458
SWE,20,4382,-18.419614966921724,1.4721774861789831,-12.511816774708047,Nordic,1.405039039241786,-30.24761312357458
SWE,25,4108,-18.685146984377777,1.549095912106027,-12.061969073932255,Nordic,1.405039039241786,-30.24761312357458
SWE,30,3834,-18.76011979055538,1.6296237787071608,-11.511933021398631,Nordic,1.405039039241786,-30.24761312357458
TAP,0,5742,14.6786144100027,1.3113328538504025,11.19366022661798,East Asia,1.835818432046826,31.487307223619723
TAP,5,5454,14.666793678245648,1.33847239688566,10.957860402928107,East Asia,1.835818432046826,31.487307223619723
TAP,10,5167,14.681442524994615,1.3866061598829826,10.588040749965801,East Asia,1.835818432046826,31.487307223619723
TAP,15,4880,14.563950688803523,1.4337743685849846,10.157770293506449,East Asia,1.835818432046826,31.487307223619723
TAP,20,4593,14.24210611670001,1.4685810905378065,9.697868376804738,East Asia,1.835818432046826,31.487307223619723
TAP,25,4306,13.561706454318921,1.52699935310474,8.881278454208157,East Asia,1.835818432046826,31.487307223619723
TAP,30,4019,13.739904265763306,1.5705671393932576,8.748371159141476,East Asia,1.835818432046826,31.487307223619723
THA,0,8222,2.6307830397944505,0.6051473549037512,4.347342871907417,Non-OECD,2.185574722430571,12.036857160903764
THA,5,7810,2.574167941065618,0.6247749845511593,4.12015206228993,Non-OECD,2.185574722430571,12.036857160903764
THA,10,7399,2.361998041506008,0.6473385145119159,3.6487834240589265,Non-OECD,2.185574722430571,12.036857160903764
THA,15,6988,2.5044125572705784,0.6686282901026509,3.745597657685243,Non-OECD,2.185574722430571,12.036857160903764
THA,20,6577,2.7213097224073235,0.692849487154941,3.927706915944878,Non-OECD,2.185574722430571,12.036857160903764
THA,25,6166,2.9107967414060885,0.7256757088494884,4.011153612983638,Non-OECD,2.185574722430571,12.036857160903764
THA,30,5755,3.074127758488053,0.763981757277649,4.023823513067004,Non-OECD,2.185574722430571,12.036857160903764
TUR,0,7109,6.093667523110329,0.8033606690505346,7.585220135698494,OECD (other),1.985780510800239,17.927651452526334
TUR,5,6753,6.242069092130813,0.833826580586049,7.486051941092619,OECD (other),1.985780510800239,17.927651452526334
TUR,10,6398,6.338870762773053,0.8544200725490115,7.418916018513177,OECD (other),1.985780510800239,17.927651452526334
TUR,15,6042,6.316998105779486,0.8860793546662341,7.129156178296193,OECD (other),1.985780510800239,17.927651452526334
TUR,20,5688,6.62611453792285,0.916215902585281,7.2320448916308715,OECD (other),1.985780510800239,17.927651452526334
TUR,25,5332,6.851253462381214,0.9577193370057416,7.153717375908157,OECD (other),1.985780510800239,17.927651452526334
TUR,30,4976,6.688644738658545,0.9972185026993667,6.707301078502936,OECD (other),1.985780510800239,17.927651452526334
URY,0,5279,-2.6195709039361517,0.7430492809358653,-3.5254336033228113,Non-OECD,1.988215895770956,1.241793394007118
URY,5,5015,-3.0034540050608154,0.7688874384944511,-3.906233675688396,Non-OECD,1.988215895770956,1.241793394007118
URY,10,4751,-3.407699165807573,0.7962746173962425,-4.2795526711004435,Non-OECD,1.988215895770956,1.241793394007118
URY,15,4487,-3.544518076405797,0.8203269045825706,-4.3208604479569654,Non-OECD,1.988215895770956,1.241793394007118
URY,20,4223,-3.802822137217981,0.8478421103849513,-4.485295187203382,Non-OECD,1.988215895770956,1.241793394007118
URY,25,3959,-4.217804810708329,0.8923285246127312,-4.726739865834557,Non-OECD,1.988215895770956,1.241793394007118
URY,30,3695,-4.448794478790837,0.9276297590462117,-4.795872960528007,Non-OECD,1.988215895770956,1.241793394007118
USA,0,3948,-3.177573981609817,1.358893747616424,-2.338353522623428,OECD (other),1.6352099305192875,3.8349719328900846
USA,5,3750,-3.489877178537383,1.3933671546548196,-2.5046357429043415,OECD (other),1.6352099305192875,3.8349719328900846
USA,10,3553,-3.3627665793970296,1.431227499707263,-2.349568171436641,OECD (other),1.6352099305192875,3.8349719328900846
USA,15,3355,-3.3692934376211596,1.4776252864210984,-2.2802082967744823,OECD (other),1.6352099305192875,3.8349719328900846
USA,20,3158,-3.255602111208256,1.5149589822587075,-2.148970466747793,OECD (other),1.6352099305192875,3.8349719328900846
USA,25,2961,-3.53958869416302,1.5745424768847716,-2.2480109276988753,OECD (other),1.6352099305192875,3.8349719328900846
USA,30,2763,-4.038022910753524,1.6381094899741877,-2.4650506791320477,OECD (other),1.6352099305192875,3.8349719328900846
UZB,0,6274,-0.9672252033443086,0.5113936411978534,-1.8913516426968993,Non-OECD,2.2235427649990847,5.32675818860173
UZB,5,5960,-0.8568552013158176,0.5305748419549448,-1.6149563333207946,Non-OECD,2.2235427649990847,5.32675818860173
UZB,10,5646,-0.8221072331018878,0.5482190427889905,-1.4995962725401295,Non-OECD,2.2235427649990847,5.32675818860173
UZB,15,5333,-0.8413058772619115,0.5687841026209457,-1.4791304352305048,Non-OECD,2.2235427649990847,5.32675818860173
UZB,20,5019,-0.7144226886466931,0.5870157389528361,-1.217041795031144,Non-OECD,2.2235427649990847,5.32675818860173
UZB,25,4706,-0.6666290304488417,0.609252518451804,-1.0941752561693787,Non-OECD,2.2235427649990847,5.32675818860173
UZB,30,4393,-0.8378293695344471,0.6330025712116978,-1.3235797256410324,Non-OECD,2.2235427649990847,5.32675818860173
VNM,0,5970,11.832478549035814,0.8577847523551131,13.794228116726075,East Asia,2.221502588308096,23.458920450950018
VNM,5,5671,12.47736209161679,0.8800625694946175,14.177812492107247,East Asia,2.221502588308096,23.458920450950018
VNM,10,5373,12.900651512792699,0.9061474907095398,14.236812047772835,East Asia,2.221502588308096,23.458920450950018
VNM,15,5074,13.276958114722152,0.9275951531141235,14.313311222195084,East Asia,2.221502588308096,23.458920450950018
VNM,20,4776,13.783519111325985,0.9577591418288741,14.3914252648175,East Asia,2.221502588308096,23.458920450950018
VNM,25,4477,14.203643062721033,0.9876035072078344,14.381928536156943,East Asia,2.221502588308096,23.458920450950018
VNM,30,4179,14.16803406146441,1.0156161984568723,13.950185200857693,East Asia,2.221502588308096,23.458920450950018
